"","Party","2018","2016","2014","Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","In the Legislative decree n.6/2016 adopted TPD 40/2014/UE has been included an article which prohibits smoking in cars in presence with minors and pregnants and bans smoking in the premises of pediatric and gynecological hospital sectors","In the Legislative decree n.6/2016 adopted TPD 40/2014/UE has been included an article which prohibits smoking in cars in presence with minors and pregnants and bans smoking in the premises of pediatric and gynecological hospital sectors","A national smoking has been adopted in 2005. Smoking is not allowed in all enclosed place (public and private). The law allows the possibility to create rooms for smokers realized with well-defined structural and ventilation criteria From September 2013 smoking is not allowed in the open spaces of school premises","WHO European Region"
"79","Jamaica","The Public Health (Tobacco Control) Regulations 2013 which was promulgated in July 2013 makes provision for smoke free public places. It was amended in 2014. The Regulation addresses restriction of smoking in enclosed and other specified spaces including public conveyances.","The Public Health (Tobacco Control) Regulations 2013 which was promulgated in July 2013 makes provision for smoke free spaces. It was amended in 2014. The Regulation addresses restriction of smoking in enclosed and other specified spaces including public conveyances.","There is a Tobacco Control Regulations in under the Public Health Act and is called – the Public Health (Tobacco Control) Regulations 2013. The Regulation addresses restriction of smoking in enclosed and other specified spaces including public conveyances.","WHO Region of the Americas"
"80","Japan","In order to strengthen protection from exposure to environmental tobacco smoke, the Cabinet decided on the bill amendment to the Health Promotion Act in March 2018 and submitted it to the Diet. If this bill is passed and enforced, effective regulations are expected to be carried out. The law will provide for a complete indoor smoke-free environment at all times in health care facilities, educational facilities including universities, and government facilities. Violators should be fined.
(ref.) http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000189195.html","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","قانون الصحة العامة رقم  47  لسنة 2008 وتعديلاتة عام 2017
قرار رئاسة الوزراء 
نظام عرض  تنظيم منتجات التبغ 
تعليمات واشتراطات منع التدخين في الاماكن العامة والمنشاءات السياحية
الاوامر الادارية 
الاتفاقيات الطوعية","قانون الصحة العامة رقم  47  لسنة 2008 
قرار رئاسة الوزراء 
نظام عرض  تنظيم منتجات التبغ 
تعليمات واشتراطات منع التدخين في الاماكن العامة والمنشاءات السياحية
الاوامر الادارية 
الاتفاقيات الطوعية","Agreements to comply with the law and its implementation have been concluded with and a mechanism for application has been established with civil society groups and the Association of owners of restaurants hotels and malls management and airport management company.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","159 статья Кодекса Республики Казахстан ""О здоровье народа и системе здравоохранения"" значительно расширила перечень общественных мест, где запрещено курить.","Report not provided","Article 159 of the Code of the Republic of Kazakhstan '' On people''s health and the health care system '' has significantly expanded the list of public places where smoking is prohibited.","WHO European Region"
"83","Kenya","The Tobacco Control Act 2007 prohibits smoking in public places","The Tobacco Control Act 2007 prohibits smoking in public places","National ban on smoking in public places","WHO African Region"
"84","Kiribati","The leading regulation in tobacco control is the Tobacco Control Act 2013,which appears to the whole country

The community initiative "" Smoke free Maneaba/Community Hall"" ensures that some communities (villages) voluntary agreed to be smoke free by the Act will used to strengthen their policy.The first Tobacco islet in Kiribati called Nuotaea in the island of Abaiang.Received the WHO World No Tobacco day award in 2012.Since then,224 village/maneaba hall declared smoke free communities until now.","The leading regulation in tobacco control is the Tobacco Control Act 2013,which appears to the whole country

The community initiative "" Smoke free Maneaba/Community Hall"" ensures that some communities (villages) voluntary agreed to be smoke free by the Act will used to strengthen their policy.The first Tobacco islet in Kiribati called Nuotaea in the island of Abaiang.Received the WHO World No Tobacco day award in 2012.Since then,224 village/maneaba hall declared smoke free communities until now.","The leading regulation in tobacco control is the Tobacco Control Act 2013 which applies to the whole country. 
The community initiative “Smoke-Free Maneaba/Community hall” ensures that some communities (villages) voluntary agreed to be smoke free by the Act will be used to strengthen their policy. The first Tobacco-Free Islet in Kiribati called Abaiang received the WHO World No Tobacco Day Award in 2012. Since then 111 village maneaba/community hall declared smoke-free communities.","WHO Western Pacific Region"
"85","Kuwait","National Law. With clear fines and implementaion strategies","National Law. With clear fines and implementaion strategies","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Не исполнение указанных норм  - влечет наложение административного штрафа на граждан – пять (500 сом), на должностных лиц - от десяти до двадцати (от 1000 до 2000 сом), на юридических лиц - от ста до пятисот (от 10 000- 50 000 сом) расчетных показателей.","Citizens of Kyrgyz Republic have the right for smoke-free environment. 
	Smoking tobacco products is completely prohibited:
-	in all educational organizations of all levels;
-	in medical facilities;
-	in buildings and premises of governmental institutions and bodies of local self-government;
-	in cinemas. theatres. sports premises and arenas. circuses. concert halls and other closed cultural and enlightenment and sports institutions;
-	in museums. libraries. exhibition halls and lecture halls;
-	in passenger compartments of urban. inter-urban. shuttle taxi and urban electric transport;
-	in fire prone places. including gas stations;
-	in crafts of water and air transport;
-	in elevators;
-	in entrance of apartment house
-	in any workroom where services are delivered to population.
	Tobacco smoking is prohibited except for rooms specially allocated for smoking: 
-	in buildings and halls of intercity bus stations. railway stations and airports;
-	in local and long-distance trains; 
-	in places of public catering allocating no more than 50 percent of space for smoking citizens so that the smoke would not give off in the smoke free place.","WHO European Region"
"87","Lao People's Democratic Republic","Ban all indoor of workplace, public places including pubic transport.","Ban all indoor of workplace, public places including pubic transport.","TC Law stated to set 100% smoke-free in Health facilities and Education and sports facilities.","WHO Western Pacific Region"
"88","Latvia","The Law on Tobacco products, herbal products, electronic cigarettes and refill containers - the purpose of this Law is to protect public health, including the right of persons to live in a clean and favourable environment which has not been polluted by smoke from tobacco products for smoking and herbal products for smoking, as well as from vapour of electronic smoking devices. A number to the Tobacco Law related Regulations of the Cabinet of Ministers are approved as well.","Answer not provided","There are legislative initiatives introduced to prohibit smoking in all indoor public places and to restrict smoking in separate outdoor public places although few exceptions permitting smoking in specially designed rooms are still in place in indoor public places. For example in treatment institutions social care and rehabilitation establishments places of imprisonment work places stadiums and other enclosed territories during events long-distance trains and ships (open air) cafes in casinos and gaming halls and outdoor public places like parks squares and at bathing areas hotels.","WHO European Region"
"89","Lebanon","The National Tobacco Control Program (NTCP) has developed and led advocacy for a new comprehensive tobacco control law in Lebanon, which was approved by the Lebanese Parliament in September 2011. This law (Law 174) banned smoking in all indoor public places and public transport, banned all Tobacco Advertising, Promotion and Sponsorship, increased warning labels on packs from 15% to 40%, and included other restrictions such as banning sale to minors. The law and associated bylaws are available at: http://www.tobaccocontrol.gov.lb/Legislation/Pages/NationalLaw.aspx.","The National Tobacco Control Program (NTCP) has developed and led advocacy for a new comprehensive tobacco control law in Lebanon, which was approved by the Lebanese Parliament in September 2011. This law (Law 174) banned smoking in all indoor public places and public transport, banned all Tobacco Advertising, Promotion and Sponsorship, increased warning labels on packs from 15% to 40%, and included other restrictions such as banning sale to minors. The law and associated bylaws are available at: http://www.tobaccocontrol.gov.lb/Legislation/Pages/NationalLaw.aspx.","The law bans smoking in all indoor public places (100% smokefree). including workplaces. as well as public transport.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","قرار شامل صادر من مجلي الوزراء  تحت رقم 206 لسنة 2009  بالحظر طبقاً  لنصوص الإتفاقية","قرار شامل صادر من مجلي الوزراء  تحت رقم 206 لسنة 2009  بالحظر طبقاً  لنصوص الإتفاقية","Comprehensive ban decision in accordance with the provisions of the agreement.","WHO Eastern Mediterranean Region"
"93","Lithuania","Law on Tobacco control of the Republic of Lithuania: 
https://www.e-tar.lt/portal/lt/legalAct/TAR.F8090E375DA0/kWOxTjTByd
Additionally to the ban on national level laid down in the Law on tobacco control, municipal councils shall have the right to prohibit smoking in public (parks, squares, etc.) and other areas falling under the competence of their management.","Law on Tobacco control Republic of Lithuania
https://www.e-tar.lt/portal/lt/legalAct/abfca110957511e4862ed7d5b632e0aa","id279788","WHO European Region"
"94","Luxembourg","à partir du 1er janvier 2014, linterdiction de fumer a été étendue à:
•dans les cafés, les bistrots et les bars,
•dans les discothèques,
•dans les salons de consommation de pâtisseries,
•dans les restaurants, brasseries, snacks et tous les établissements où la nourriture peut être servie ou consommée,
•dans les galeries commerciales ou marchandes,
•dans les établissements couverts où sont pratiqués des sports ou des activités de loisir,
•dans les locaux à usage collectif des établissements d’hébergement (hôtels, auberges,...),
•dans tous les lieux publics déjà concernés par la législation en matière de lutte antitabac du 11 août 2006.

Depuis le 1er août 2017, avec lentrée en vigueur de la nouvelle loi anti-tabac du 13 juin 2017, transposant la directive 2014/40/UE en droit national, de nouvelles mesures supplémentaires de protection contre lexposition à la fumée du tabac ont été introduites et sont les suivantes:
-Il est interdit de fumer dans les aires de jeux, ainsi que dans toutes les enceintes sportives accueillant des mineurs de moins de 16 ans accomplis, y exerçant une activité sportive.
-dans tout véhicule en présence d’un enfant de moins de douze ans accomplis.","à partir du 1er janvier 2014, linterdiction de fumer a été étendue à:
•dans les cafés, les bistrots et les bars,
•dans les discothèques,
•dans les salons de consommation de pâtisseries,
•dans les restaurants, brasseries, snacks et tous les établissements où la nourriture peut être servie ou consommée,
•dans les galeries commerciales ou marchandes,
•dans les établissements couverts où sont pratiqués des sports ou des activités de loisir,
•dans les locaux à usage collectif des établissements d’hébergement (hôtels, auberges,...),
•dans tous les lieux publics déjà concernés par la législation en matière de lutte antitabac du 11 août 2006.","Nouvelle loi de lutte contre le tabagisme : qui étend l’interdiction de fumer dans les débits de boissons discothèques salles de sport et de loisirs galeries marchandes et commerciales établissements d’hébergement","WHO European Region"
"95","Madagascar","arrêté interministériel N°29.511/2013 portant interdiction de fumer dans tous les lieux intérieurs ou clos qui constituent des lieux de travail, lieux publics et transports publics du 03 octobre 2013  dont il y a la responsabilité de la propriété ou la gérante des lieux; la sanction des fumeurs ; le type et le rôle des agents de contrôle","arrêté interministériel N°29.511/2013 portant interdiction de fumer dans tous les lieux intérieurs ou clos qui constituent des lieux de travail, lieux publics et transports publics du 03 octobre 2013","Un Arrêté interministériel N°29.511 du 3 octobre 2013 portant interdiction de fumer dans tous les lieux intérieurs ou clos qui constituent des lieux de travail lieux publics et transports publics.","WHO African Region"
"96","Malaysia","Currently, under Control of Tobacco Product Regulation 2004, there was about 
    23 areas gazette as non-smoking area under Regulation 11. Under Regulation 
    22, there are five (5) states have smoke-free cities projects.","21 places are gazetted as prohibited smoking area under CTPR 2004.
Last year, (2) two public areas were proposed for smoke free area that is the national park and public parks awaiting amendment on Peraturan 21. In addition to that, 1/3 designated smoking zone in air conditioned restaurant have also been proposed to be removed awaiting the amendment.","20 places are gazetted as prohibited smoking area under CTPR 2004","WHO Western Pacific Region"
"97","Maldives","1-Tobacco control Law (15/2010) Chapter 1 "" Protection from Tobacco Smoke"": Provides the legal basis
2- Regulations Designating Smoke Free Public Places (Regulation R-41/2012): Details criteria, enforcement and penalties","1-Tobacco control Law (15/2010) Chapter 1 "" Protection from Tobacco Smoke"": Provides the legal basis
2- Regulations Designating Smoke Free Public Places (Regulation R-41/2012): Details criteria, enforcement and penalties","The first regulation under the law covers work places restaurants and cafe''s under specific guidelines ferries and other public transport vehicles and work places. In addition public places such as parks and playgrounds are also covered and smoke free places. However there are some limitations to the implementation and enforcement of these regulations at present due to lack of political will to do so.","WHO South-East Asia Region"
"98","Mali","La loi votée interdit le tabac dans les lieux de travail publics et les transports en commun","La loi votée interdit le tabac dans lieux de travail publics et les transports en commun","Answer not provided","WHO African Region"
"99","Malta","L.N. 23 of 2010, TOBACCO (SMOKING CONTROL) ACT (CAP. 315) Smoking in Public Places Regulations, 2010
http://justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=21129&l= 1 

 L.N. 493 of 2011 TOBACCO (SMOKING CONTROL) ACT (CAP. 315) Smoking in Public Places (Amendment) Regulations, 2011
 http://justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=22737&l= 1","L.N. 23 of 2010, TOBACCO (SMOKING CONTROL) ACT (CAP. 315) Smoking in Public Places Regulations, 2010
http://justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=21129&l= 1 

 L.N. 493 of 2011 TOBACCO (SMOKING CONTROL) ACT (CAP. 315) Smoking in Public Places (Amendment) Regulations, 2011
http://justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=22737&l= 1","app=lp&itemid=21129&l=1
http://justiceservices.gov.mt/DownloadDocument.aspx","WHO European Region"
"100","Marshall Islands","SEE ATTACHED TOBACCO CONTROL ACT 2006","SEE ATTACHED TOBACCO CONTROL ACT 2006","RMI has implemented legislation under 7 MIRC Chapter 8 and Chapter 17 Part VI that ensures protection from exposure to tobacco smoke in indoor areas of any private or public workplace or any public place as required by Article 8.2. Smoking is prohibited in workplaces health and educational institutions public transport Government buildings and retail establishments. Under the Tobacco Control Act 2006 bars and restaurants are included in the ban. However nightclubs are not included. There is also no definition of “public place” which leaves room for uncertainty.","WHO Western Pacific Region"
"101","Mauritania","Il y a des mesures administrative d’interdiction de fumer dans leurs lieux,  prises par certaines administrations qui ne relèvent pas dune législation nationale","Answer not provided","Il y a une circulaire du Ministre de la Santé qui interdit la consommation du tabac dans les structures de santé publiques et privées ainsi que Des arrêtés d’interdiction de consommation du tabac dans les locaux de Deux communes de la Capitale en plus de plusieurs mesures administratives d’interdiction de la consommation du tabac dans les lieux de travail de plusieurs entreprises et administration.","WHO African Region"
"102","Mauritius","The Public Health (Restrictions on Tobacco Products ) Regulations 2008 provides a complete ban on tobacco smoking in indoor areas, including work places except in demarcated   areas. Smoking is also banned in public conveyances and in bars, restaurants, nightclubs, bus stops, bus stations, in all places where the public have access and in recreational places such as gymnasium and public gardens.","National law regulation tobacco products bans smoking in indoor public places, including, workplaces (except at a place demarcated for smoking), public conveyance.  It also bans smoking in bars, restaurants, nightclubs, bus stops and bus stations and recreational places such as public garden.","Answer not provided","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Ley General para el Control del Tabaco y Reglamento de la Ley General para el Control delTabaco
Consumo y Protección contra la Exposición al Humo de Tabaco: Queda prohibido a cualquier persona consumir o tener encendido cualquier producto del tabaco en los espacios 100% libres de humo de tabaco. así como en las escuelas públicas y privadas de educación básica y media superior.","WHO Region of the Americas"
"104","Micronesia (Federated States of)","The law is varies at the four states of FSM (e.g at the National Level it is banned to smoke within 150 feet from government workplaces, at the state of Pohnpei and Kosrae it is 25ft, Yap and Chuuk is 50ft.","The law is varies at the four states of FSM (e.g at the National Level it is banned to smoke within 150 feet from government workplaces, at the state of Pohnpei and Kosrae it is 25ft, Yap and Chuuk is 50ft.","In FSM the Clean Indoor Air Act is differing at each four states. At most states their CIAA includes prohibition of smoking at all public places public transportation sports area governmental offices and rental building. In the State of Kosrae there is a law that ban smoking in any vehicle when a minor is on board. We also had voluntary agreements of tobacco policy developed and implemented in the communities through the traditional system that ban smoking in the social houses or Nahs. These are houses that are used for all community social events.","WHO Western Pacific Region"
"105","Mongolia","Smoking restricted in the following areas:

1. all kinds of public transportation vehicles;
2. entertainment and public service area;
3. gasoline stations, factories, manufacturing flammable and
explosive substances and machine oil, their storage areas;
4. public transportation station, public lounges of hotels,
smoking restricted rooms of hotel;
5. public eatery, shops, bar, entertainment places except permitted smoking area in these places;
6. indoor areas of companies and business organizations except permitted smoking area in these places;
7. airplanes, passenger transportation trains;
8. kindergardens, all levels of schools, school dormitories, their outdoor spaces, entrance of public apartments, elevators, children’s playing ground, parks.","Report not provided","Smoking shall be restricted in the following areas:
1. all kinds of public transportation vehicles;
2. entertainment and public service area;
3. gasoline stations factories manufacturing flammable and
explosive substances and machine oil their storage areas;
4. public transportation station public lounges of hotels 
smoking restricted rooms of hotel;
5. public eatery shops bar entertainment places;
6. indoor areas of companies and business organizations;
7. airplanes passenger transportation trains;
8. Kinder gardens all levels of schools school dormitories their outdoor spaces entrance of public apartments elevators children''s playing ground parks.","WHO Western Pacific Region"
"106","Montenegro","National Law - 
 Article 3 
Prohibitions and restrictions of the usage of tobacco products, according to this Law, referring especially to the harmful effects of cigarettes, harmful effects of the usage of tobacco products, smoking in public space and workspace, selling and advertising of tobacco products, especially to minors. 
Particularly harmful ingredients of cigarettes are tar, nicotine and carbon monoxide. 
Article 4 
Public space is an area intended for people’s communal use, and includes the areas in facilities in which: 
1) is performed teaching and educational activities, health activities, production, control and trade of drugs and medical devices; is provided accommodation, extended stay and diet for children, pupils and students; is accepted, accommodated and taken care of people in state of social welfare as well as elderly people; maintaining cultural, entertaining, sports and other events, performances and competitions, meetings and other gatherings; 
2) is performed trade services and manufacturing, warehousing and trading in food products. Public space, as referred to in paragraph 1of this Article, shall also include: 
1) public transport in air and road traffic; 
2) discos, pastry shops, bistros, pizzerias and fast food facilities; 
3) hospitality facility where food is served; 
4) public transport in railway traffic and inland navigation, airport buildings and facilities for accommodation of persons on serving penalty; 
5) halls, elevators and other common areas of buildings; cabins of aerial tramways lifts and public toilets. 
Article 5 
The workspace is any enclosed space in which an employer performs service or function, or where employees perform their duties and tasks","National Law - 
 Article 3 
Prohibitions and restrictions of the usage of tobacco products, according to this Law, referring especially to the harmful effects of cigarettes, harmful effects of the usage of tobacco products, smoking in public space and workspace, selling and advertising of tobacco products, especially to minors. 
Particularly harmful ingredients of cigarettes are tar, nicotine and carbon monoxide. 
Article 4 
Public space is an area intended for people’s communal use, and includes the areas in facilities in which: 
1) is performed teaching and educational activities, health activities, production, control and trade of drugs and medical devices; is provided accommodation, extended stay and diet for children, pupils and students; is accepted, accommodated and taken care of people in state of social welfare as well as elderly people; maintaining cultural, entertaining, sports and other events, performances and competitions, meetings and other gatherings; 
2) is performed trade services and manufacturing, warehousing and trading in food products. Public space, as referred to in paragraph 1of this Article, shall also include: 
1) public transport in air and road traffic; 
2) discos, pastry shops, bistros, pizzerias and fast food facilities; 
3) hospitality facility where food is served; 
4) public transport in railway traffic and inland navigation, airport buildings and facilities for accommodation of persons on serving penalty; 
5) halls, elevators and other common areas of buildings; cabins of aerial tramways lifts and public toilets. 
Article 5 
The workspace is any enclosed space in which an employer performs service or function, or where employees perform their duties and tasks","National Law - 
 Article 3 
Prohibitions and restrictions of the usage of tobacco products according to this Law referring especially to the harmful effects of cigarettes harmful effects of the usage of tobacco products smoking in public space and workspace selling and advertising of tobacco products especially to minors. 
Particularly harmful ingredients of cigarettes are tar nicotine and carbon monoxide. 
Article 4 
Public space is an area intended for people''s communal use and includes the areas in facilities in which: 
1) is performed teaching and educational activities health activities production control and trade of drugs and medical devices; is provided accommodation extended stay and diet for children pupils and students; is accepted accommodated and taken care of people in state of social welfare as well as elderly people; maintaining cultural entertaining sports and other events performances and competitions meetings and other gatherings; 
2) is performed trade services and manufacturing warehousing and trading in food products. Public space as referred to in paragraph 1of this Article shall also include: 
1) public transport in air and road traffic; 
2) discos pastry shops bistros pizzerias and fast food facilities; 
3) hospitality facility where food is served; 
4) public transport in railway traffic and inland navigation airport buildings and facilities for accommodation of persons on serving penalty; 
5) halls elevators and other common areas of buildings; cabins of aerial tramways lifts and public toilets. 
Article 5 
The workspace is any enclosed space in which an employer performs service or function or where employees perform their duties and tasks.","WHO European Region"
"107","Myanmar","The “Control of smoking and consumption of tobacco product law” was enacted in 2006 and came into effect in 2007. The law defines the totally smoke-free area and the limited area with designated smoking place. The totally smoke-free area includes the health facilities, the educational institutions, the play grounds, sports stadiums, the public transport and indoor public places. But, the designated smoking room should be kept at public transport like trains, public transport ports and terminals, government offices and industries according to the law.  
In 2011, the President’s office made the direction that all government offices’ buildings and compounds must be tobacco-free.  
According to the law, the Ministry of Health is authorized to adopt the necessary orders and notifications. The notifications regarding the sign and warning to be kept at no-smoking area and designated smoking area were developed and adopted by Ministry of Health in March, 2014. According to that notification, the designated smoking area must be defined at outside area, at least 10 meters away from the main entrance and the windows of the building, ensuring that all the indoor places are smoke-free.","The “Control of smoking and consumption of tobacco product law” was enacted in 2006 and came into effect in 2007. The law defines the totally smoke-free area and the limited area with designated smoking place. The totally smoke-free area includes the health facilities, the educational institutions, the play grounds, sports stadiums, the public transport and indoor public places. But, the designated smoking room should be kept at public transport like trains, public transport ports and terminals, government offices and industries according to the law.  
In 2011, the President’s office made the direction that all government offices’ buildings and compounds must be tobacco-free.  
According to the law, the Ministry of Health is authorized to adopt the necessary orders and notifications. The notifications regarding the sign and warning to be kept at no-smoking area and designated smoking area were developed and adopted by Ministry of Health in March, 2014. According to that notification, the designated smoking area will be defined at outside area, at least 10 meters away from the main entrance and the windows of the building, ensuring that all the indoor places will be smoke-free.  
Ministry of Health announced the order for Pictorial Health Warning on Cigarette and other Tobacco Packaging on 29th February 2016 and it will come into force after six months.","The “Control of smoking and consumption of tobacco product law” was enacted in 2006 and came into effect in 2007. The law defines the totally smoke-free area and the limited area with designated smoking place. The totally smoke-free area includes the health facilities the educational institutions the play grounds sports stadiums the public transport and indoor public places. But the designated smoking room should be kept at public transport like trains public transport ports and terminals government offices and industries according to the law. 
In 2011 the President''s office made the direction that all government offices'' buildings and compounds must be tobacco-free. 
According to the law the Ministry of Health is authorized to adopt the necessary orders and notifications. The notifications regarding the sign and warning to be kept at no-smoking area and designated smoking area were developed and adopted by Ministry of Health in March 2014. According to that notification the designated smoking area will be defined at outside area at least 10 meters away from the main entrance and the windows of the building ensuring that all the indoor places will be smoke-free.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Ban on smoking in restaurants, government buildings, indoor public places, schools, health facilities","Report not provided","WHO Western Pacific Region"
"110","Nepal","Article 4 of Tobacco Products (Control and Regulatory) Act, 2011 clearly mentioned ""Smoking or tobacco consumption is banned in the following public places"":
a.	The bodies, institutions and offices of the State and of the Government,
b.	Educational institutions, libraries, training and health related institutions,
c.	Airport, airlines and public transportations,
d.	Child Welfare Homes, Child Care Centres, Old Age Homes, Orphanage, Children Park and Club,
e.	Public Toilets,
f.	Work place of industries and factories,
g.	Cinema Hall, Cultural Centres and Theatres,
h.	Hotel, Motel, Resort, Restaurant, Bar, Dining Hall, Canteen, Lodge, Hostel and Guest Houses,
i.	Stadium, Covered Halls, Gymnasium, Swimming Pool Houses,
j.	Departmental Store and  Mini Market,
k.	Pilgrimage and Religious Places,
l.	Public Bus Stand and Ticketing Centre.","Report not provided","Article 4 of Tobacco Products (Control and Regulatory) Act 2011 spells about ban to smoke or consume tobacco products in following public places:
Smoking or tobacco consumption is banned in the following public places:
The bodies institutions and offices of the State and of the Government 
Educational institutions libraries training and health related institutions 
Airport airlines and public transportations 
Child Welfare Homes Child Care Centres Old Age Homes Orphanage Children Park and Club 
Public Toilets 
Work place of industries and factories 
Cinema Hall Cultural Centres and Theatres 
Hotel Motel Resort Restaurant Bar Dining Hall Canteen Lodge Hostel and Guest Houses 
Stadium Covered Halls Gymnasium Swimming Pool Houses 
Departmental Store and Mini Market 
Pilgrimage and Religious Places 
Public Bus Stand and Ticketing Centre.","WHO South-East Asia Region"
"111","Netherlands","Smoking is prohibited in indoor workplaces, public transport, indoor public places and in the hospitality sector. A smoking room is allowed. 

Smoking in outdoor places is not prohibited. From 2020, smoking will be prohibited at outdoor school areas.","Smoking is prohibited in indoor workplaces, public transport, indoor public places and in the hospitality sector. A smoking room is allowed.

Smoking in outdoor places is not prohibited, but voluntary agreements are made with schools for a smoking ban on the school yard.","See for an overview of measures taken between 1990 and 2011 our 2012 report. In addition the exception of the smoking ban for small pubs (","WHO European Region"
"112","New Zealand","The principal (national) legislation banning smoking in indoor workplaces, public transport, etc., is the Smoke-free Environments Act 1990.  In addition, many local authorities ban smoking in particular areas - parks, sports grounds, playgrounds and some extend this to specified streets or parts of the city.","The principal (national) legislation banning smoking in indoor workplaces, public transport, etc. is the Smoke-free Environments Act 1990.  In addition, many local authorities ban smoking in particular areas - parks, sports grounds, playgrounds and some extend this to specified streets or parts of the city.","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Non-smoking areas: All public buildings/premises & transport","Non-smoking areas: All public buildings/premises & transport","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Ban on smoking in indoor workplaces, indoor public places, and indoor public transport regulated in the Tobacco Control Act, Sections 25–28. Designated smoking areas are allowed in certain institutions and on oil/gas platforms offshore.","Ban on smoking in indoor workplaces, indoor public places, and indoor public transport regulated in the Tobacco Control Act, Sections 25–27. Designated smoking areas are allowed in certain institutions and on oil/gas platforms offshore. Entered into force 1 July 2014.","Ban on smoking in indoor workplaces indoor public places and indoor public transport regulated in the Tobacco Control Act Sections 25–27. Designated smoking areas are allowed in certain institutions and on oil/gas platforms offshore. Enters into force 1 July 2014.","WHO European Region"
"118","Oman","يحظر التدخين في الاماكن العامة المغلقة الداخلية ويمكن تخصيص اماكن للمدخنيين.","يحظر التدخين في الاماكن العامة المغلقة الداخلية ويمكن تخصيص اماكن للمدخنيين.","Prohibits smoking in enclosed areas but smoking areas can be designated.","WHO Eastern Mediterranean Region"
"119","Pakistan","Under Article 8 of FCTC regarding protection from exposure to tobacco smoke in indoor workplaces, public transport, indoor public places and other public places, Pakistan has enacted legislative and administrative measures. Under Section-5 of the “Prohibition of Smoking and Protection of Non-Smokers Health Ordinance, 2002”, use of tobacco products at any place of public work or use is prohibited. Under S.R.O 51 (KE)/2009), designated smoking areas have been declared illegal and all places of public work or use have been declared completely smoke-free.  Under Section-6 of above-said Ordinance, smoking or use of tobacco in any other form in a public service vehicle is prohibited. This legislation covers use of Smokeless tobacco and sheesha smoking.

Lahore High Court declared adjacent places to hotels / restaurant as public places. Prior to that, smoking was not banned in open to sky places. After this decision, smoking is banned at open to sky places adjacent to hotels and restaurants.","Pakistan has enacted legislative and administrative measures to protect people form SHTS. Under Section-5 of the “Prohibition of Smoking and Protection of Non-Smokers Health Ordinance, 2002”, use of tobacco products at any place of public work or use is prohibited. Under S.R.O 51 (KE)/2009), designated smoking areas have been declared illegal and all places of public work or use have been declared completely smoke-free.  Under Section-6 of above-said Ordinance, smoking or use of tobacco in any other form in a public service vehicle is prohibited. 

Lahore High Court declared adjacent places to hotels / restaurant as public places. Prior to that, smoking was not banned in open to sky places. After this decision, smoking is banned at open to sky places adjacent to hotels and restaurants.","Pakistan has promulgated “Prohibition of Smoking and Protection of Non-Smoker''s Health Ordinance 2002”. Subsequently an SRO (KE 51-2009) has been issued declaring all public places listed in Sections 2(c) and 3 of the Ordinance as 100% Smoke Free.","WHO Eastern Mediterranean Region"
"120","Palau","See national legislation RPPL 8-27 Section 13 (previously submitted) and amendment to this legislation which is RPPL 9-6 Section 13 regarding regulations. The legislation does allow for DSR in restaurants, hotels, bars, and clubs. Proposed amendments to RPPL 8-27 to remove DSR and include perimeter on the legislation, has been finalized and with the office of the Attorney General for legal review.","See national legislation RPPL 8-27 Section 13 (previously submitted) and amendment to this legislation which is RPPL 9-6 Section 13 regarding regulations. The legislation does allow for DSR in restaurants, hotels, bars, and clubs.","See national legislation RPPL 8-27 Section 13 (previously submitted) and amendment to this legislation which is RPPL 9-6 Section 13 (see Annex) regarding regulations. The legislation does allow for DSR in restaurants hotels bars and clubs.","WHO Western Pacific Region"
